age,workclass,education,marital-status,occupation,gender,hours-per-week,salary
45,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,78,86210
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,48,47702
45,Private,Some-college,Divorced,Exec-managerial,Female,40,41933
45,Private,Masters,Married-civ-spouse,Exec-managerial,Male,60,109066
35,Private,Bachelors,Never-married,Sales,Male,40,83416
55,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,44,22090
59,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,70922
22,Private,HS-grad,Never-married,Adm-clerical,Female,55,48423
46,Local-gov,Masters,Widowed,Exec-managerial,Female,35,37474
23,Private,HS-grad,Never-married,Farming-fishing,Male,40,41395
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,45,87206
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,30,24058
51,Private,11th,Divorced,Transport-moving,Male,40,47049
40,Private,Assoc-voc,Married-civ-spouse,Sales,Male,50,23595
24,State-gov,Some-college,Never-married,Adm-clerical,Male,12,26601
20,Private,Some-college,Never-married,Farming-fishing,Male,72,33107
44,Private,Some-college,Divorced,Transport-moving,Male,50,27439
26,Private,HS-grad,Divorced,Craft-repair,Male,40,34408
35,Local-gov,HS-grad,Separated,Adm-clerical,Female,38,46270
23,Private,Some-college,Never-married,Machine-op-inspct,Male,40,46247
40,Private,HS-grad,Divorced,Craft-repair,Male,50,41209
49,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,40,39859
32,Private,HS-grad,Never-married,Machine-op-inspct,Male,45,43815
28,Private,Assoc-voc,Divorced,Prof-specialty,Female,40,22419
51,Private,Masters,Married-civ-spouse,Exec-managerial,Male,60,96333
62,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,50,85529
31,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,40,46187
47,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Male,40,75860
36,Private,Assoc-voc,Never-married,Tech-support,Female,3,39242
44,State-gov,HS-grad,Never-married,Craft-repair,Male,40,27282
18,?,HS-grad,Never-married,?,Female,20,23588
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,57059
32,Private,HS-grad,Never-married,Craft-repair,Male,40,36920
51,Self-emp-not-inc,Assoc-acdm,Divorced,Transport-moving,Female,30,22690
48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,45,112605
28,Private,Bachelors,Never-married,Machine-op-inspct,Female,40,21071
57,Self-emp-inc,Some-college,Married-civ-spouse,Tech-support,Male,60,84025
33,Private,Assoc-voc,Married-civ-spouse,Sales,Male,40,47827
42,Private,HS-grad,Separated,Machine-op-inspct,Male,15,31850
17,Private,10th,Never-married,Other-service,Male,40,43985
63,?,9th,Separated,?,Male,40,43029
31,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,55,101352
34,?,Masters,Never-married,?,Male,30,37159
35,Private,Some-college,Never-married,Machine-op-inspct,Male,40,22945
20,Private,HS-grad,Never-married,Handlers-cleaners,Male,40,30915
36,Private,HS-grad,Married-civ-spouse,Exec-managerial,Female,40,22265
24,Private,Some-college,Never-married,Sales,Female,24,32392
33,Private,Some-college,Married-civ-spouse,Transport-moving,Male,50,96865
36,Private,Some-college,Married-civ-spouse,Adm-clerical,Male,40,47543
31,Private,Bachelors,Divorced,Exec-managerial,Female,40,26777
29,Private,Assoc-acdm,Divorced,Sales,Female,40,38762
47,Private,Bachelors,Married-civ-spouse,Sales,Male,60,59720
30,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,75,112921
34,Private,HS-grad,Married-civ-spouse,Farming-fishing,Male,50,33577
23,Private,HS-grad,Never-married,Machine-op-inspct,Female,40,47670
33,Private,Assoc-voc,Divorced,Adm-clerical,Male,40,22740
59,Private,10th,Divorced,Machine-op-inspct,Female,40,28490
67,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Male,40,41417
26,Private,HS-grad,Divorced,Machine-op-inspct,Male,40,30930
27,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,42477
20,Private,HS-grad,Married-civ-spouse,Prof-specialty,Female,36,46937
24,Private,Bachelors,Never-married,Adm-clerical,Male,39,38511
44,Federal-gov,Assoc-voc,Divorced,Tech-support,Male,40,26894
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,119260
28,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,60,48830
19,Private,HS-grad,Never-married,Other-service,Female,20,24493
31,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Female,40,90753
20,Private,HS-grad,Never-married,Adm-clerical,Female,40,35923
64,Private,HS-grad,Divorced,Other-service,Female,15,36058
47,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Female,40,79438
36,Private,Some-college,Never-married,Adm-clerical,Female,35,46954
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,44,114514
19,Self-emp-not-inc,Some-college,Never-married,Other-service,Female,40,45507
22,Private,HS-grad,Never-married,Sales,Female,35,48747
56,Private,9th,Divorced,Adm-clerical,Male,40,46677
22,Private,Some-college,Never-married,Adm-clerical,Male,50,43129
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,99,64929
57,Local-gov,Bachelors,Widowed,Prof-specialty,Female,35,25226
38,Private,Assoc-acdm,Married-civ-spouse,Sales,Male,50,53876
34,Private,HS-grad,Never-married,Machine-op-inspct,Female,40,36952
22,?,11th,Separated,?,Female,40,22741
38,Federal-gov,Some-college,Divorced,Exec-managerial,Female,40,38411
30,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,40,80905
32,Private,Bachelors,Never-married,Prof-specialty,Male,45,55624
29,Private,12th,Married-spouse-absent,Other-service,Female,40,29860
56,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,45460
42,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Female,35,82115
66,?,10th,Divorced,?,Male,40,21292
71,Local-gov,HS-grad,Widowed,Exec-managerial,Female,33,30466
20,Private,11th,Never-married,Transport-moving,Male,40,20540
25,Private,HS-grad,Never-married,Machine-op-inspct,Male,36,44448
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,73235
20,?,HS-grad,Never-married,?,Female,40,47696
61,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,50,54218
24,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Female,40,28816
51,Private,9th,Never-married,Other-service,Female,40,39796
27,Private,HS-grad,Never-married,Adm-clerical,Male,40,39042
41,Private,Some-college,Married-civ-spouse,Exec-managerial,Female,40,92248
31,Private,HS-grad,Divorced,Machine-op-inspct,Male,40,34383
39,Private,HS-grad,Divorced,Priv-house-serv,Female,16,29093
36,?,HS-grad,Married-civ-spouse,?,Male,40,30403
51,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,40,24995
52,Private,HS-grad,Never-married,Exec-managerial,Female,40,45063
49,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,76826
43,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,34771
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,60,96239
49,Private,HS-grad,Divorced,Machine-op-inspct,Male,40,34251
19,Private,HS-grad,Never-married,Other-service,Female,40,29796
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,40,48591
67,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Male,40,33493
58,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,45,107916
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,105731
67,Private,HS-grad,Widowed,Adm-clerical,Female,16,73988
61,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,40,52159
55,Local-gov,7th-8th,Never-married,Other-service,Female,40,32485
23,?,Assoc-acdm,Never-married,?,Male,16,38606
35,Federal-gov,HS-grad,Never-married,Adm-clerical,Male,40,34552
35,Private,10th,Never-married,Other-service,Female,38,31021
20,State-gov,Some-college,Never-married,Adm-clerical,Female,10,29755
51,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,40,30405
23,Private,Bachelors,Never-married,Prof-specialty,Male,40,33472
39,Private,HS-grad,Married-civ-spouse,Farming-fishing,Male,24,35494
36,Private,Some-college,Divorced,Other-service,Female,40,23201
47,Private,HS-grad,Married-civ-spouse,Sales,Male,45,57183
27,Private,Bachelors,Never-married,Sales,Male,80,89677
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,20794
21,State-gov,Some-college,Never-married,Protective-serv,Male,40,45324
18,Private,Some-college,Never-married,Adm-clerical,Female,20,43401
24,Private,Some-college,Never-married,Exec-managerial,Male,20,36093
39,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Male,40,89007
51,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Male,40,36884
47,Private,Bachelors,Married-civ-spouse,Tech-support,Male,40,75368
62,Private,Some-college,Divorced,Adm-clerical,Female,30,24360
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,62883
20,Private,11th,Married-civ-spouse,Other-service,Male,40,37987
24,Private,Some-college,Never-married,Sales,Male,40,22078
25,Private,HS-grad,Never-married,Exec-managerial,Female,40,26790
54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Male,40,45956
25,Private,HS-grad,Never-married,Craft-repair,Male,40,38785
20,?,HS-grad,Married-civ-spouse,?,Female,45,27909
43,Private,Some-college,Divorced,Sales,Female,55,113633
26,Private,Bachelors,Never-married,Exec-managerial,Male,38,38355
24,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,40,45541
18,Private,11th,Never-married,Other-service,Male,20,33982
45,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Female,40,109772
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,25,45876
26,Private,Bachelors,Never-married,Sales,Male,40,27949
47,Private,Some-college,Never-married,Other-service,Male,40,21076
54,?,HS-grad,Married-civ-spouse,?,Male,40,44692
21,Without-pay,HS-grad,Never-married,Craft-repair,Male,40,29540
29,Private,HS-grad,Divorced,Other-service,Female,99,28671
68,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,15,21229
21,Private,Some-college,Never-married,Exec-managerial,Male,48,33256
28,Self-emp-inc,Some-college,Never-married,Exec-managerial,Male,30,33399
46,Private,HS-grad,Married-civ-spouse,Exec-managerial,Female,40,118477
35,Private,HS-grad,Separated,Transport-moving,Female,48,32821
50,Self-emp-not-inc,10th,Never-married,Craft-repair,Male,25,23076
48,Self-emp-inc,Some-college,Divorced,Exec-managerial,Male,40,34759
17,?,10th,Never-married,?,Male,40,47790
59,Private,Bachelors,Married-civ-spouse,Craft-repair,Male,50,96741
23,Private,Some-college,Never-married,Exec-managerial,Male,40,48622
53,Private,HS-grad,Widowed,Sales,Female,30,33192
50,Self-emp-inc,Masters,Married-civ-spouse,Sales,Male,40,70716
32,?,5th-6th,Never-married,?,Female,45,25797
53,Private,12th,Married-spouse-absent,Handlers-cleaners,Male,56,23199
52,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,48,41371
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,50,48818
43,Private,Masters,Married-civ-spouse,Exec-managerial,Male,50,61413
35,Private,Bachelors,Married-civ-spouse,Other-service,Female,32,28003
41,Private,Prof-school,Married-civ-spouse,Exec-managerial,Male,50,56035
22,Private,Some-college,Never-married,Sales,Male,40,20691
39,Private,HS-grad,Married-civ-spouse,Other-service,Male,60,79863
45,Private,Masters,Married-civ-spouse,Sales,Male,40,102312
31,Private,9th,Married-civ-spouse,Farming-fishing,Female,42,22196
40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,55125
47,Self-emp-not-inc,5th-6th,Married-civ-spouse,Transport-moving,Male,20,42595
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,38749
53,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Male,60,66131
33,Local-gov,Bachelors,Never-married,Tech-support,Male,52,97589
24,Private,Bachelors,Never-married,Adm-clerical,Female,20,45424
34,Private,Some-college,Never-married,Other-service,Female,40,25849
46,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Male,50,69591
29,Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Male,60,21843
61,State-gov,11th,Widowed,Other-service,Female,32,57989
31,Private,HS-grad,Married-civ-spouse,Farming-fishing,Male,40,29174
29,Private,HS-grad,Married-spouse-absent,Tech-support,Male,40,34391
42,Private,HS-grad,Separated,Craft-repair,Male,40,22720
50,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Male,40,31603
34,Private,HS-grad,Divorced,Adm-clerical,Female,40,22729
39,Private,7th-8th,Married-civ-spouse,Transport-moving,Male,40,43962
74,Private,1st-4th,Married-civ-spouse,Transport-moving,Male,20,21028
40,Private,Some-college,Married-civ-spouse,Sales,Male,40,45271
75,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,50,111755
40,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Female,40,66887
36,Private,11th,Married-civ-spouse,Craft-repair,Male,40,46017
61,?,Bachelors,Married-civ-spouse,?,Male,40,52020
42,?,11th,Married-civ-spouse,?,Male,22,35759
28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Female,40,92565
19,Private,Some-college,Never-married,Adm-clerical,Female,18,21606
36,Private,Assoc-acdm,Separated,Other-service,Female,32,25768
33,?,Assoc-voc,Divorced,?,Female,40,31288
50,Federal-gov,Some-college,Divorced,Adm-clerical,Female,40,43679
47,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Female,40,108726
48,Private,HS-grad,Never-married,Tech-support,Female,33,21650
60,Self-emp-inc,HS-grad,Divorced,Craft-repair,Male,40,31749
30,Private,Masters,Never-married,Prof-specialty,Male,30,28763
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,50,94607
45,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Female,35,89742
51,Private,Some-college,Married-civ-spouse,Tech-support,Male,40,64302
53,Private,9th,Married-spouse-absent,Machine-op-inspct,Male,75,43760
34,Private,Masters,Never-married,Tech-support,Female,40,32420
48,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Male,40,52983
68,?,HS-grad,Married-civ-spouse,?,Male,45,29163
32,Private,Assoc-acdm,Divorced,Machine-op-inspct,Female,50,29460
63,?,HS-grad,Married-civ-spouse,?,Male,4,29333
31,Private,HS-grad,Divorced,Exec-managerial,Female,40,35876
58,Self-emp-not-inc,Bachelors,Divorced,Other-service,Female,20,39110
32,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Male,60,109716
32,Private,Bachelors,Never-married,Prof-specialty,Male,40,43218
40,Private,Bachelors,Divorced,Sales,Male,80,32681
50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,55,79362
38,Self-emp-not-inc,10th,Separated,Machine-op-inspct,Male,40,27891
30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,27889
21,Private,HS-grad,Never-married,Adm-clerical,Female,40,46829
28,Private,Bachelors,Never-married,Prof-specialty,Female,40,81793
63,Private,HS-grad,Married-civ-spouse,Sales,Male,48,46542
32,Private,Assoc-acdm,Divorced,Prof-specialty,Female,36,37189
25,Private,HS-grad,Never-married,Sales,Male,45,24552
59,Private,Some-college,Married-civ-spouse,Tech-support,Male,40,54091
22,Local-gov,Assoc-voc,Never-married,Adm-clerical,Female,10,31512
49,Private,Some-college,Never-married,Craft-repair,Male,40,31383
36,Private,Bachelors,Never-married,Exec-managerial,Male,40,39165
31,?,HS-grad,Married-civ-spouse,?,Female,30,29733
46,Private,Some-college,Divorced,Priv-house-serv,Female,30,25702
37,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Male,60,108168
48,Private,Bachelors,Married-civ-spouse,Sales,Male,40,64459
43,Private,Some-college,Married-civ-spouse,Other-service,Male,44,22643
41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,40,56578
54,Private,HS-grad,Married-civ-spouse,Sales,Male,40,31447
36,Private,Some-college,Divorced,Exec-managerial,Female,4,37266
29,Private,Bachelors,Divorced,Other-service,Female,40,29387
66,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Male,40,42632
59,Private,Prof-school,Never-married,Prof-specialty,Male,50,48222
62,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,59218
29,Private,10th,Never-married,Craft-repair,Male,40,38732
28,Private,Bachelors,Married-civ-spouse,Sales,Male,45,103655
27,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Male,60,109935
42,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Male,40,107590
60,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,46,60888
58,Private,Masters,Married-civ-spouse,Prof-specialty,Male,50,81335
27,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,37433
45,Private,HS-grad,Widowed,Craft-repair,Female,40,26111
50,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,94769
43,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,42752
39,Private,Prof-school,Divorced,Exec-managerial,Male,50,25173
21,Private,Some-college,Never-married,Adm-clerical,Male,20,32994
24,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,70,20184
59,Self-emp-not-inc,Prof-school,Married-civ-spouse,Farming-fishing,Male,30,38519
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,52892
72,?,Some-college,Widowed,?,Female,4,48463
35,Private,Masters,Married-civ-spouse,Exec-managerial,Male,65,56854
33,Private,Some-college,Divorced,Handlers-cleaners,Male,40,42453
30,Private,HS-grad,Never-married,Craft-repair,Female,45,45974
40,Private,Assoc-voc,Divorced,Craft-repair,Male,50,101639
26,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Male,55,20261
37,Federal-gov,Assoc-voc,Separated,Adm-clerical,Male,40,29676
68,Self-emp-not-inc,Some-college,Divorced,Transport-moving,Female,20,20079
45,Private,Bachelors,Married-civ-spouse,Craft-repair,Male,72,89665
56,Private,HS-grad,Married-civ-spouse,Prof-specialty,Male,40,47768
36,Private,HS-grad,Never-married,Adm-clerical,Female,40,43369
50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,50,82768
38,Private,Assoc-voc,Married-civ-spouse,Sales,Male,40,45056
29,Private,Bachelors,Married-civ-spouse,Sales,Male,41,24027
